timestamp,elapsed_sec,speed_kmh,accuracy_m,provider,nearest_index,dist_to_route_m,is_off_route,off_route_count,latitude,longitude,event_type,battery_temp,ram_mb,camera_state,frame_drop,segment_index,event_count,gps_satellites,buffer_size_kb
14:37:43,6,,,,,,,,,,IMPACT,,,,,,,,
14:37:43,7,,,,,,,,,,IMPACT|EVENT_SAVE_IGNORE|ALREADY_SAVING,,,,,,,,
14:37:43,7,,,,,,,,,,IMPACT|EVENT_SAVE_IGNORE|ALREADY_SAVING,,,,,,,,
14:37:43,7,,,,,,,,,,IMPACT|EVENT_SAVE_IGNORE|ALREADY_SAVING,,,,,,,,
14:37:48,11,,,,,,,,,,IMPACT,,,,,,,,
14:37:48,12,,,,,,,,,,IMPACT|EVENT_SAVE_IGNORE|ALREADY_SAVING,,,,,,,,
14:37:48,12,,,,,,,,,,IMPACT|EVENT_SAVE_IGNORE|ALREADY_SAVING,,,,,,,,
14:37:48,12,,,,,,,,,,IMPACT|EVENT_SAVE_IGNORE|ALREADY_SAVING,,,,,,,,
14:37:49,12,,,,,,,,,,IMPACT|EVENT_SAVE_IGNORE|ALREADY_SAVING,,,,,,,,
14:37:49,12,,,,,,,,,,IMPACT|EVENT_SAVE_IGNORE|ALREADY_SAVING,,,,,,,,
14:37:49,12,,,,,,,,,,IMPACT|EVENT_SAVE_IGNORE|ALREADY_SAVING,,,,,,,,
14:37:49,12,,,,,,,,,,IMPACT|EVENT_SAVE_IGNORE|ALREADY_SAVING,,,,,,,,
14:37:49,12,,,,,,,,,,IMPACT|EVENT_SAVE_IGNORE|ALREADY_SAVING,,,,,,,,
14:37:49,12,,,,,,,,,,IMPACT|EVENT_SAVE_IGNORE|ALREADY_SAVING,,,,,,,,
14:37:49,12,,,,,,,,,,IMPACT|EVENT_SAVE_IGNORE|ALREADY_SAVING,,,,,,,,
14:37:57,20,,,,,,,,,,MANUAL_TAP,,,,,,,,
14:37:57,21,2,32.0,gps,-1,-1.0,false,0,37.566475,126.838133,,38.1,7,EVENT_SAVING,0,1,3,-1,28719
14:38:00,24,1,24.0,gps,-1,-1.0,false,0,37.566428,126.838097,,38.1,10,RECORDING,0,1,3,-1,33354
14:38:01,25,,,,,,,,,,MANUAL_VOLUME,,,,,,,,
14:38:02,26,0,26.7,gps,-1,-1.0,false,0,37.566405,126.838083,,38.1,11,EVENT_SAVING,0,1,4,-1,35619
14:38:04,27,,,,,,,,,,IMPACT|EVENT_SAVE_IGNORE|ALREADY_SAVING,,,,,,,,
